year,date,time,latitude,longitude,depth,surface_wave_magnitude,abe_magnitude,intensity,max_height,moment_magnitude,available_observations,damage_code,cause,validity,warning_status,region_code,basic_reference,source_region
1975,31 Oct,08:28:01,12.57,126.14,23,7.6,N/A,-1.0,0.6,-1.0,18,N,E,4,N/A,PHI,SOL,"Off Samar, Philippine Trench"
1975,29 Nov,14:47:43,19.44,-155.15,10,7.2,N/A,3.0,14.3,-1.0,59,L,EL,4,N/A,HAW,LLO,"Kalapana, Hawaii Is.USA"
1975,17 Dec,09:02:00,-18.5,-178.6,33,5.2,N/A,-1.0,0.25,0.0,1,N,E,4,N/A,NZT,EV2,Samoa Islands
1975,26 Dec,15:56:38,-16.25,-172.47,15,7.8,N/A,0.0,0.75,0.0,3,N,E,4,N/A,NZT,EV2,Samoa Islands
1976,14 Jan,15:56:36,-29.4,-177.59,45,7.8,N/A,N/A,N/A,N/A,0,N,E,2,N/A,NZT,SGK,Kermadel Island
1976,14 Jan,16:47:38,-28.91,-177.35,45,8.2,N/A,0.0,0.9,0.0,9,N,E,4,N/A,NZT,SGK,Kermadec Island
1976,21 Jan,10:05:25,44.6,149.2,41,7.0,7.1,-2.5,0.37,-1.0,5,N,E,4,N/A,K-K,SOL,South Kurils
1976,04 Feb,09:01:00,15.2,-89.2,N/A,7.5,N/A,0.0,0.45,N/A,1,0,E,4,N/A,CAR,LWO,"Guatemala, Gulf of Honduras"
1976,04 Feb,09:01:46,15.32,-89.14,10,7.5,N/A,N/A,N/A,N/A,0,L,E,0,N/A,CAM,SGN,"GUATEMALA, CHIMALTENANGO"
1976,02 Aug,10:55:25,-20.66,169.49,40,6.9,N/A,N/A,N/A,N/A,0,N,E,1,N/A,NZT,EV2,Vanuatu Is.
1976,16 Aug,16:11:08,6.18,124.05,20,7.9,N/A,2.5,5.0,-1.0,12,L,E,2,N/A,PHI,SGK,"Moro Gulf,Mindanao.Philippines"
1977,02 Apr,07:15:21,-16.83,-171.93,15,7.6,N/A,-3.0,0.1,N/A,1,N,E,4,N/A,NZT,SGK,Tonga Trench:SAMOA ISLANDS
1977,20 Apr,23:13:11,-9.86,160.5,30,6.5,N/A,-1.0,N/A,N/A,0,0,E,4,N/A,NGS,SGK,Solomon Islands
1977,20 Apr,23:42:54,-9.93,160.36,30,7.5,N/A,-2.5,0.1,N/A,1,N,E,2,N/A,NGS,SGK,Solomon Islands
1977,21 Apr,04:24:11,-9.96,160.72,30,7.1,N/A,-1.5,N/A,N/A,0,S,E,4,N/A,NGS,SGK,Solomon Islands
1977,22 Jun,12:08:33,-22.89,-175.71,55,7.8,N/A,-2.0,0.3,N/A,16,N,E,4,N/A,NZT,SGK,Tonga Trench
1977,19 Aug,06:08:55,-11.16,118.38,25,8.0,N/A,2.5,10.0,3.0,7,M,E,4,N/A,IND,SGK,Sunda islands.Indonesia
1977,20 Aug,00:00:00,-1.1,146.2,N/A,5.5,N/A,N/A,N/A,0.0,0,0,E,2,N/A,NGS,WWT,ADMIRALTY ISLANDS
1977,28 Aug,20:10:04,-1.05,146.28,15,5.5,N/A,-0.5,N/A,0.0,0,0,E,2,N/A,NGS,SGK,Admiralty Islands
1977,10 Oct,11:53:53,-25.99,-175.4,14,7.2,N/A,-3.0,0.02,-3.0,2,N,E,2,N/A,NZT,SGK,Tonga Trench
1978,14 Jan,03:24:42,34.8,139.23,12,7.4,6.7,0.0,0.7,-1.0,15,N,E,4,N/A,JAP,IID,"Izu-Oshima-Kinkai, Japan"
1978,22 Mar,00:50:34,43.93,149.02,35,6.7,N/A,-2.5,0.2,N/A,5,M,E,4,N/A,K-K,SGK,"S.Kuril Islands, USSR"
1978,22 Mar,21:34:35,44.12,148.97,32,6.6,N/A,-3.0,0.05,N/A,2,N,E,4,N/A,K-K,SGK,"Kuril Islands, USSR"
1978,23 Mar,00:31:03,44.21,148.98,35,6.8,7.1,-1.5,0.17,N/A,3,N,E,4,N/A,K-K,SGK,South Kurils
1978,23 Mar,03:14:25,44.26,149.08,35,6.4,N/A,N/A,N/A,-1.0,0,0,E,4,N/A,K-K,IID,Kuril
1978,23 Mar,03:15:23,44.693,148.72,35,7.5,7.5,-2.0,0.3,-1.0,10,N,E,4,N/A,K-K,SGK,"Iturup Is., S.Kuriles, USSR"
1978,23 Mar,03:50:51,44.4,149.62,29,7.1,N/A,N/A,N/A,N/A,0,0,E,2,N/A,K-K,KOS,"Kuril Islands, USSR"
1978,23 Mar,19:12:26,44.36,149.78,36,6.8,N/A,-3.0,N/A,N/A,0,0,E,2,N/A,K-K,KOS,"Kuril Islands, USSR"
1978,24 Mar,19:47:50,44.21,148.76,13,7.6,7.7,0.0,0.65,-1.0,17,N,E,4,N/A,K-K,SGK,"Iturup,S.Kuril Islands.USSR"
1978,12 Jun,08:14:28,38.2,142.03,45,7.7,7.4,-1.0,1.2,-1.0,21,S,E,4,N/A,JAP,SGK,"Miyagi-Oki,Sanriku. Japan"
1978,14 Jun,12:32:35,8.33,122.53,25,6.9,N/A,N/A,N/A,0.0,0,0,E,2,N/A,PHI,SGK,"Mindanao Is., Philippines"
1978,20 Jun,20:03:24,40.78,23.26,10,6.5,N/A,0.0,N/A,1.0,0,0,E,4,N/A,MED,PAP,Aegian Sea and Adriatic Sea
1978,21 Jun,04:30:00,N/A,N/A,N/A,N/A,N/A,2.5,N/A,5.0,0,0,U,0,N/A,MED,SO1,Central Adriatic
1978,22 Jun,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,2,N/A,MED,SO1,N/A
1978,23 Jul,14:42:39,22.23,121.41,25,7.4,N/A,-2.0,0.1,-1.0,1,N,E,4,N/A,JAP,IID,Taiwan
1978,14 Aug,14:17:50,36.35,-6.98,31,5.1,N/A,1.0,N/A,N/A,0,0,E,4,N/A,NEA,GTC,South of Portugal
1978,29 Nov,19:52:50,16.11,-96.55,20,7.7,N/A,0.0,1.5,0.0,1,S,E,2,N/A,CAM,WWT,Mexico
1979,20 Feb,06:32:36,40.31,143.76,21,6.7,6.9,-2.0,0.2,-1.0,10,N,E,4,N/A,JAP,SGK,"Iwate Pref., Japan"
1979,28 Feb,21:27:07,60.55,-141.72,15,7.1,N/A,N/A,0.1,N/A,2,N,EL,4,N/A,A-A,LA1,Alaska
1979,14 Mar,11:07:16,17.79,-101.25,30,7.6,N/A,0.0,0.4,0.0,3,N,E,4,N/A,CAM,SGK,S.Mexico:GUERRERO
1979,09 Apr,00:00:00,41.95,19.02,10,5.3,N/A,N/A,N/A,N/A,0,0,U,1,N/A,MED,ANT,N/A
1979,15 Apr,06:19:44,42.03,19.17,10,7.1,N/A,2.0,N/A,4.0,0,0,E,4,N/A,MED,PAP,South Adriatic Sea
1979,15 Apr,19:56:43,2.85,126.7,86,5.0,N/A,N/A,N/A,0.0,0,0,E,4,N/A,IND,WWT,MONTENEGRO
1979,15 May,06:59:24,34.57,24.52,40,5.8,N/A,1.0,N/A,2.0,0,0,E,0,N/A,MED,SO1,Crete Isl.
1979,18 Jul,07:57:45,-7.53,127.5,171,N/A,N/A,3.0,12.0,3.0,2,M,L,4,N/A,IND,SGK,Lomblen Islands.Indonesia
1979,03 Sep,00:00:00,11.5,-69.3,N/A,N/A,N/A,2.0,N/A,N/A,0,M,U,2,N/A,CAR,LWO,"Venezuela, Puerto Cumarebo"
1979,12 Sep,05:17:56,-1.67,135.9804,20,7.9,N/A,0.0,2.0,N/A,1,S,E,2,N/A,NGS,SGK,West Iran.Indonesia:IRIAN JAYA
1979,16 Oct,13:57:00,43.7,7.15,N/A,N/A,N/A,2.0,N/A,3.0,0,0,L,4,N/A,MED,GTC,"Liguria, Cote d'Azur"
1979,16 Nov,15:21:25,-16.76,-179.98,33,6.9,N/A,N/A,N/A,N/A,0,0,E,0,N/A,NZT,EV2,Fiji Islands
1979,12 Dec,07:59:05,1.56,-79.28,24,7.7,N/A,2.5,5.0,2.0,11,M,E,4,N/A,SAM,SGK,Colombia-Ecuador
1980,01 Jan,16:42:42,38.74,-27.73,10,7.2,N/A,0.0,N/A,N/A,0,0,E,4,N/A,NEA,GTC,Azores
1980,23 Feb,05:51:04,43.58,146.65,36,6.8,6.8,-0.5,0.6,-1.0,18,N,E,4,N/A,K-K,SGK,"S.off Shikotan,S.Kuril Is.USSR"
1980,29 Jun,07:20:08,34.89,139.26,17,6.0,6.3,-2.5,0.6,-1.0,15,N,E,4,N/A,JAP,IID,"E.Izu-Toho, Honshu Is., Japan"
1980,17 Jul,19:42:25,-12.53,166.04,30,7.9,N/A,-1.5,0.2,-1.0,8,N,E,4,N/A,NZT,SGK,"Banks Is.,New Hebrides Islands"
1980,10 Oct,12:25:25,36.2,1.37,10,7.3,N/A,0.0,N/A,1.0,0,0,E,4,N/A,MED,GTC,Algeria
1981,18 Jan,18:17:25,38.71,142.84,30,6.9,7.0,-1.0,0.4,-1.0,22,N,E,4,N/A,JAP,IID,"Miyagi Pref,E.Honshu Is..Japan"
1981,24 Feb,20:53:38,38.21,23.0,16,6.7,N/A,0.0,N/A,1.0,0,0,E,4,N/A,MED,PAP,E.Corinthos Gulf
1981,11 May,07:10:00,-35.6,20.25,N/A,N/A,N/A,-1.0,0.58,N/A,7,0,L,4,N/A,SEA,WMPH,"Agulhas Bank, South Africa"
1981,25 May,05:25:15,-48.57,164.55,25,7.6,N/A,N/A,0.3,N/A,1,0,E,4,N/A,NZT,WWT,NEW ZEALAND
1981,01 Sep,09:29:32,-15.07,-173.2,16,7.9,N/A,-3.0,0.12,N/A,2,N,E,4,N/A,NZT,SGK,"Samoa Islands;APIA,PAGO PAGO"
1981,25 Oct,03:22:17,18.1,-102.03,25,7.4,N/A,-3.0,0.1,N/A,1,N,E,4,N/A,CAM,PDE,MEXICO
1982,11 Jan,06:10:06,13.86,124.38,32,7.4,N/A,N/A,N/A,N/A,0,0,E,4,N/A,PHI,SGK,Philippines
1982,24 Feb,04:22:36,4.39,97.72,10,5.4,N/A,N/A,N/A,-0.5,0,0,E,4,N/A,IND,SGK,Java Trench
1982,21 Mar,02:32:06,42.27,142.47,20,6.7,7.1,0.0,1.35,-1.0,16,S,E,4,N/A,JAP,SGK,"Urakawa-Oki,Hokkaido Is.,Japan"
1982,23 Jul,14:23:55,36.26,141.76,30,6.8,7.0,-2.0,0.4,-1.0,6,N,E,4,N/A,JAP,IID,"Ibaraki-Oki, Japan"
1982,19 Dec,17:43:57,-24.26,-175.83,30,7.7,N/A,-2.0,0.2,N/A,5,N,E,4,N/A,NZT,LLO,"Kermadec I., South of Tonga Is"
1982,25 Dec,12:28:00,-8.36,123.07,10,5.9,N/A,N/A,N/A,N/A,0,0,E,0,N/A,IND,SGN,"TIMOR, INDONESIA"
1982,28 Dec,06:37:44,33.9,139.46,19,6.2,N/A,-1.0,0.4,-1.0,1,N,E,4,N/A,JAP,IID,"near Miyake Is., Japan"
1983,17 Jan,12:41:31,38.07,20.27,13,N/A,N/A,1.0,N/A,2.0,0,0,E,3,N/A,MED,PAP,Ionian Sea
1983,12 Mar,01:36:39,-4.1406,127.78,30,6.9,N/A,1.5,3.0,N/A,1,M,E,4,N/A,IND,WWT,Banda Sea.Indonesia
1983,18 Mar,09:05:49,-4.81,153.61,70,7.9,N/A,N/A,N/A,N/A,0,0,E,4,N/A,NGS,WWT,New Britain.PAPUA NEW GUINEA
1983,26 May,03:00:00,40.43,139.18,15,7.8,8.1,2.83,14.93,2.5,215,L,E,4,N/A,J-S,IID,"Nihonkai-Chubu,NW.Honshu,Japan"
1983,21 Jun,06:25:30,41.38,139.06,20,6.9,7.3,0.0,1.0,0.5,14,S,E,4,N/A,JAP,IID,"W.Aomori,N.Honshu Is., Japan"
1983,06 Aug,15:43:56,40.17,24.76,15,6.8,N/A,1.0,N/A,2.0,0,0,E,2,N/A,MED,PAP,North Aegian Sea
1983,08 Aug,00:00:00,40.1,24.8,N/A,N/A,N/A,1.0,N/A,2.0,0,0,E,2,N/A,MED,SO1,"LEMNOS, AEGIAN SEA"
1983,17 Aug,10:55:58,55.73,161.26,92,6.7,N/A,-4.0,0.02,N/A,1,N,E,3,N/A,K-K,WWT,Kamchatka
1983,17 Aug,12:17:57,18.15,120.85,29,6.5,N/A,N/A,N/A,N/A,0,S,E,3,N/A,PHI,SGN,PHILIPPINES:  LUZON IS.
1983,04 Oct,18:52:18,-26.56,-70.65,40,7.4,N/A,-2.0,0.4,-2.3,1,N,E,4,N/A,SAM,LOC,"Caldera, North Central Chile"
1984,11 Feb,08:02:52,38.31,22.109,20,5.5,N/A,2.0,N/A,3.0,0,0,E,4,N/A,MED,PAP,W.Corinthos Gulf
1984,24 Mar,09:44:03,44.21,148.2,37,7.0,7.1,-2.0,0.1,-1.0,1,N,E,4,N/A,K-K,SG1,South Kurils
1984,13 Jun,02:29:25,31.56,140.15,17,5.4,7.3,N/A,N/A,N/A,0,0,E,3,N/A,JAP,SG1,"TORI SHIMA, OKINAWA"
1984,06 Aug,19:06:39,32.4,131.98,45,6.9,6.9,-2.0,0.2,N/A,3,N,E,4,N/A,JAP,SG1,JAPAN:  KYUSHU:  NOBEOKA
1984,18 Sep,17:02:43,34.04,141.57,25,6.9,7.3,-3.0,0.1,N/A,4,N,E,4,N/A,JAP,SG1,"HONSHU, JAPAN"
1984,28 Dec,10:37:53,56.15,163.17,20,7.0,N/A,-4.0,0.02,-4.0,1,N,E,3,N/A,K-K,WWT,Kamchatka
1985,03 Mar,22:47:08,-33.26,-71.86,35,7.8,N/A,0.82,3.5,1.8,26,M,E,4,LTW,SAM,LA1,"Valparaiso, Central Chile"
1985,16 Mar,04:54:00,17.1,-62.4,N/A,6.3,N/A,-2.0,0.1,N/A,1,0,E,4,N/A,CAR,LWO,"Guadeloupe, Leeward Is."
1985,13 Apr,01:05:59,-9.1,114.24,83,5.2,N/A,N/A,N/A,N/A,0,0,E,2,N/A,IND,SGN,"S. BALI ISLAND, PACIFIC"
1985,03 Jul,04:36:55,-4.43,152.81,46,7.4,N/A,0.0,1.3,N/A,1,S,E,2,N/A,NGS,SGN,PAPUA NEW GUINEA:  NEW IRELAND
1985,19 Sep,13:17:50,18.35,-102.39,20,8.1,N/A,1.4,3.0,N/A,18,M,E,4,N/A,CAM,LLO,MEXICO:  MICHOACAN:  MEXICO CI
1985,21 Sep,01:37:16,17.82,-101.62,30,7.6,N/A,-0.5,1.2,N/A,1,S,E,4,N/A,CAM,SGN,MEXIC0:  SW COAST:  MEXICO CIT
1986,07 May,22:47:12,51.51,-174.8,30,7.9,N/A,0.5,0.9,N/A,41,N,E,4,N/A,A-A,LA1,"ANDREANOFF IS.,Alaska-ALEUTIAN"
1986,20 Oct,06:46:12,-28.14,-176.38,40,8.3,N/A,-2.0,0.2,N/A,11,N,E,4,N/A,NZT,LLO,"KERMADEC ISLANDS:  RAOUL, NEW"
1986,14 Nov,21:20:08,24.04,121.8,35,7.8,N/A,-2.0,N/A,N/A,0,0,E,4,N/A,JAP,TNL,"TAIWAN, EAST OF HWA-LIEN"
1987,06 Feb,13:16:18,37.01,141.82,43,6.5,N/A,-3.0,0.1,N/A,3,N,E,4,N/A,JAP,SGN,"E. COAST HONSHU, JAPAN"
1987,08 Feb,18:33:59,-5.98,147.73,54,7.6,N/A,N/A,N/A,N/A,0,S,E,4,N/A,NGS,SGN,PAPUA NEW GUINEA:  HUON PENINS
1987,21 Feb,07:40:00,62.2,6.65,N/A,N/A,N/A,2.0,N/A,N/A,0,0,L,4,N/A,NEA,GTC,Western Norway
1987,05 Mar,09:17:05,-24.34,-70.12,46,7.3,N/A,-2.0,0.2,N/A,4,N,E,4,N/A,SAM,SGN,"Antofagasta, Northern Chile"
1987,18 Mar,03:36:31,32.04,131.82,52,6.7,N/A,-3.0,0.1,N/A,1,N,E,4,N/A,JAP,SGN,"JAPAN:  KYUSHU:  MIYAZAKI, NAZ"
1987,17 Jun,01:32:54,-5.49,130.8,70,6.8,N/A,N/A,N/A,N/A,0,0,E,0,N/A,IND,WWT,IRIAN JAYA
1987,06 Jul,02:49:42,-14.06,167.83,30,7.1,N/A,N/A,N/A,N/A,0,0,E,4,N/A,NZT,WWT,VANUATU Islands
1987,06 Oct,04:19:07,-18.04,-172.123,20,7.3,N/A,-3.0,0.12,N/A,1,N,E,4,N/A,NZT,LLO,TONGA ISLANDS
1987,12 Oct,13:57:06,-7.25,154.39,25,6.8,N/A,-3.0,0.1,N/A,1,N,E,4,N/A,NGS,WWT,SOLOMON ISLANDS
1987,16 Oct,20:48:02,-6.22,149.15,45,7.7,N/A,-2.0,0.1,N/A,1,N,E,4,N/A,NGS,SGN,PAPUA NEW GUINEA
1987,17 Nov,08:46:52,58.73,-143.05,15,7.0,N/A,-3.0,0.1,N/A,2,N,E,4,N/A,A-A,LA1,GULF OF ALASKA
1987,26 Nov,01:43:15,-8.21,124.22,26,6.5,N/A,N/A,N/A,N/A,0,0,E,0,N/A,IND,SGN,"TIMOR, INDONESIA"
1987,30 Nov,19:23:18,58.83,-142.61,15,7.7,N/A,-0.5,0.4,N/A,9,N,E,4,N/A,A-A,LA1,Gulf of Alaska:YAKUTAT.USA
1988,05 Feb,14:01:03,-24.72,-70.49,36,6.7,N/A,-3.5,0.1,N/A,1,N,E,4,N/A,SAM,PDE,"Taltal, Northern Chile"
1988,06 Mar,22:35:38,57.29,-142.7703,15,7.6,N/A,-3.0,0.2,N/A,6,N,E,4,N/A,A-A,LA1,GULF OF ALASKA
1988,30 Apr,15:42:00,32.6,-117.3,N/A,N/A,N/A,N/A,N/A,N/A,1,N,M,0,N/A,CAM,LLK,"San Diego, S. California"
1988,05 Jul,20:32:07,-6.13,148.83,53,6.8,N/A,N/A,N/A,N/A,0,0,E,4,N/A,NGS,SGN,PAPUA NEW GUINEA:  NEW BRITAIN
1988,10 Aug,04:38:29,-10.24,160.85,35,7.4,N/A,-3.0,0.1,N/A,1,N,E,4,N/A,NGS,SGN,SOLOMON ISLANDS:  SAN CRISTOBA
1989,23 May,10:54:48,-52.42,160.55,10,8.2,N/A,-2.0,0.3,N/A,2,N,E,4,N/A,NZT,SGN,MACQUARIE ISLAND:  MACQUARIE S
1989,26 Jun,03:27:08,19.38,-155.05,10,6.2,N/A,-2.0,0.3,N/A,3,N,E,4,N/A,HAW,SGN,USA:  HAWAIIAN ISLANDS:  PUNA
1989,04 Sep,13:15:01,55.61,-156.94,20,6.9,N/A,-3.0,0.1,N/A,1,N,E,4,N/A,A-A,WWT,ALASKA
1989,18 Oct,00:04:17,37.07,-121.81,12,7.1,N/A,-1.0,1.0,N/A,3,S,E,4,N/A,CAM,LLK,"Loma Prieta, California"
1989,29 Oct,19:09:15,36.77,2.39,10,6.1,N/A,N/A,N/A,N/A,0,0,E,3,N/A,MED,SO1,Algeria
1989,29 Oct,05:25:41,39.6,143.42,18,6.6,N/A,N/A,N/A,N/A,0,0,E,4,N/A,JAP,WWT,"N.HONSHU, JAPAN"
1989,01 Nov,10:25:52,18.99,-68.83,26,5.2,N/A,-1.0,0.1,N/A,1,0,E,3,N/A,CAR,LWO,"PUERTO RICO, CABO ROJO"
1989,01 Nov,18:25:37,39.82,142.85,30,7.4,N/A,-0.5,0.6,N/A,1,N,E,4,N/A,JAP,WWT,FAR E OFF SANRIKU. JAPAN
1990,03 Mar,12:16:29,-21.95,175.09,25,7.4,N/A,N/A,N/A,N/A,0,0,E,3,TIB,NZT,TNL,FIJI
1990,25 Mar,13:16:08,9.79,-84.76,25,6.4,N/A,0.0,N/A,N/A,0,N,E,4,N/A,CAM,MOL,"Puntaarenas, Costa Rica"
1990,05 Apr,21:12:38,15.25,147.62,10,7.5,N/A,-2.0,0.2,N/A,11,N,E,4,TIB,PHI,TNL,"MARIANA ISLANDS:  GUAM,  SAIPA"
1990,18 Apr,13:39:23,1.24,122.85,37,7.4,N/A,N/A,N/A,N/A,0,U,E,3,TIB,IND,TNL,"SULAWESI, INDONESIA"
1990,16 Jul,07:26:36,15.66,121.15,24,7.8,N/A,N/A,N/A,N/A,0,U,E,3,RTW,PHI,TNL,LUZON
1990,02 Aug,00:00:00,45.5,36.0,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,3,N/A,MED,NIK1,"Kazantip Cape, Azov Sea"
1990,23 Sep,21:13:07,33.27,138.64,10,6.5,N/A,N/A,N/A,N/A,1,N,E,4,n/a,JAP,WWT,"Off TOKAI DISTRI.,S.HONSHU"
1990,13 Dec,00:14:33,37.2,15.45,N/A,5.4,N/A,1.0,N/A,2.0,0,0,E,4,N/A,MED,GTC,Eastern Sicily
1990,13 Dec,19:50:20,23.74,121.69,14,6.4,N/A,N/A,N/A,N/A,0,N,E,4,TIB,JAP,TNL,TAIWAN
1991,04 Jan,00:00:00,37.7,26.3,N/A,N/A,N/A,1.0,N/A,2.0,0,0,U,3,N/A,MED,PAP,East Aegian Sea
1991,09 Feb,16:19:02,-9.89,159.22,24,6.9,N/A,-4.0,0.1,N/A,1,N,E,4,TIB,NGS,TNL,Solomon Islands
1991,16 Feb,01:23:42,48.33,154.25,43,5.7,N/A,-1.5,N/A,N/A,0,N,E,4,n/a,K-K,JUKS,North Kuriles
1991,21 Feb,02:35:35,58.43,-175.54,15,6.7,N/A,-1.5,0.3,N/A,3,N,E,4,n/a,A-A,TNL,Bering Sea
1991,07 May,00:00:00,37.1,26.8,N/A,N/A,N/A,0.0,N/A,N/A,0,0,M,4,N/A,MED,PAP,East Aegian Sea
1991,14 Oct,15:58:16,-9.09,158.41,31,7.1,N/A,-2.5,0.1,N/A,2,N,E,4,TIB,NGS,TNL,Solomon Islands
1991,22 Dec,08:43:14,45.55,151.08,25,7.4,7.5,0.5,N/A,N/A,0,N,E,4,LTW,K-K,TNL,Kurile Islands
1992,05 Jan,14:30:00,18.0,108.0,N/A,3.7,N/A,0.5,N/A,0.0,0,N,EL,4,n/a,PHI,LXCL,"Hainan Is., Gulf of Tonkin"
1992,17 May,10:15:32,7.2,126.73,30,7.5,N/A,N/A,N/A,N/A,0,U,E,3,TIB,PHI,PDE,"Mindanao, Philippines"
1992,27 May,05:13:40,-10.9812,165.27,19,7.3,N/A,N/A,N/A,N/A,0,U,E,3,TIB,NGS,PDE,Santa Cruz Islands
1992,03 Jul,00:00:00,29.2,-81.0,N/A,N/A,N/A,1.0,N/A,N/A,0,M,U,3,N/A,NWA,LWL,"Daytona Beach, Florida"
1992,18 Jul,08:37:00,39.42,143.43,29,7.0,7.3,-0.5,0.2,N/A,4,N,E,4,LTW,JAP,WWT,"Sanriku, Honshu Is., Japan"
1992,11 Aug,15:14:57,32.65,141.85,23,6.3,N/A,-3.0,N/A,N/A,0,N,E,4,n/a,JAP,JMA,"Izu Islands, Japan"
1993,07 Feb,13:27:44,37.63,137.35,15,6.6,6.7,-0.5,N/A,N/A,0,N,E,4,LTA,JAP,ABOK,"East of Honshu, Japan Sea"
1993,08 Jun,13:03:38,51.22,157.73,71,7.2,7.5,-0.5,0.1,N/A,4,N,E,4,LTW,K-K,JTSR,East of Kamchatka
1993,07 Aug,19:42:44,42.0499,139.88,18,6.3,N/A,-2.5,N/A,N/A,0,N,E,4,LTA,JAP,JMA,"Okusihir Is., Hokkaido"
1993,13 Nov,01:18:05,52.053,158.46,35,7.0,N/A,-3.0,N/A,N/A,0,N,E,4,RTW,K-K,TNL,East of Kamchatka
1994,17 Jan,12:30:56,34.16,-118.55,15,6.8,N/A,-3.0,N/A,N/A,0,N,E,4,TIB,CAM,TNL,Southern California
1994,21 Jan,02:24:32,1.05,127.72,19,7.3,N/A,1.5,11.3,N/A,12,L,E,4,n/a,IND,TNL,"Halmahera, Indonesia"
1994,15 Feb,17:07:45,-4.99,104.23,21,7.0,N/A,N/A,N/A,N/A,0,U,E,2,TIB,IND,TNL,Southern Sumatra
1994,08 Apr,01:10:43,40.64,143.75,19,6.2,N/A,-1.5,N/A,N/A,0,N,E,4,LTA,JAP,PDE,"Sanriku, Hakkaido, Japan"
1994,28 Apr,11:30:00,61.25,6.6,N/A,N/A,N/A,2.0,N/A,N/A,0,0,L,4,N/A,NEA,GTC,Western Norway
1994,01 Sep,15:15:54,40.31,-125.72,8,7.0,N/A,-3.0,0.1,N/A,1,N,E,3,TIB,CAM,TNL,"Cape Mendocino, California"
1994,09 Sep,00:00:00,-4.5,152.2,0,N/A,N/A,0.0,N/A,N/A,0,S,V,4,n/w,NGS,LAN1,"Rabaul, Solomon Sea"
1994,08 Oct,21:44:09,-1.24,127.92,13,6.8,N/A,1.5,N/A,N/A,0,M,E,4,TIB,IND,TNL,"Halmahera, Obi Is., Indonesia"
1994,09 Oct,07:55:41,43.91,147.82,35,7.0,6.9,-2.5,N/A,N/A,0,N,E,4,LTW,K-K,TNL,"Shikotan Is., South Kuriles"
1994,04 Nov,04:12:00,59.45,-135.32,0,N/A,N/A,2.5,7.6,N/A,1,L,L,4,n/w,A-A,TNL,"Skagway Bay, Alaska"
1995,16 Jan,20:46:53,34.59,135.07,18,6.8,6.4,-3.0,0.1,N/A,1,N,E,4,TIB,JAP,TNL,"Kobe, Honshu Is., Japan"
1995,27 Jan,20:16:55,-4.51,134.51,27,6.8,N/A,N/A,N/A,N/A,0,U,E,2,TIB,NGS,TNL,"Irian Jaya, Indonesia"
1995,13 Feb,15:04:26,-1.31,127.44,20,6.8,N/A,N/A,N/A,N/A,0,U,E,2,TIB,IND,TNL,"Halmahera, Indonesia"
1995,19 Mar,23:53:16,-4.22,135.0411,27,7.1,N/A,N/A,N/A,N/A,0,U,E,2,TIB,NGS,TNL,"Irian Jaya,Indonesia"
1995,07 Apr,22:06:59,-15.29,-173.46,30,8.1,N/A,-1.5,0.1,N/A,2,N,E,4,RTW,NZT,TNL,"Tonga, Samoa Islands"
1995,21 Apr,00:34:49,12.09,125.6,24,7.3,N/A,-2.0,0.1,N/A,1,N,E,4,TIB,PHI,TNL,"Samar, Philippines"
1995,05 May,03:53:49,12.563,125.21,24,7.1,N/A,N/A,N/A,N/A,0,N,E,2,TIB,PHI,TNL,"Luzon, Philippines"
1995,14 May,11:33:20,-8.36,125.0013,13,6.9,N/A,1.5,4.0,N/A,1,M,E,4,TIB,IND,TNL,"Timor, Indonesia"
1995,16 May,20:12:46,-23.04,169.93,24,7.8,N/A,-2.0,0.5,N/A,7,N,E,4,RTW,NZT,TNL,Loyality Is.
1995,27 May,13:03:55,52.61,142.87,13,7.5,N/A,-2.0,0.1,N/A,1,N,E,3,LTW,K-K,TNL,"Sakhalin Island, Russia"
1995,15 Jun,00:15:50,38.41,22.28,15,6.3,N/A,2.0,7.5,3.0,1,0,E,4,N/A,MED,PAP,Greece
1995,16 Aug,10:27:29,-5.79,154.18,25,7.8,N/A,-1.5,0.3,N/A,2,N,E,4,RTW,NGS,TNL,"New Guinea, Solomon Is."
1995,14 Sep,14:04:32,16.66,-98.71,23,7.4,N/A,-1.5,N/A,N/A,0,N,E,3,TIB,CAM,TNL,"Oaxaca, Mexico"
1995,01 Nov,00:35:33,-28.87,-71.34,19,6.4,N/A,-3.0,0.1,N/A,1,N,E,4,TIB,SAM,TNL,Northern Chile
1996,10 Jun,15:24:58,51.37,-176.93,27,7.2,N/A,-1.5,0.1,N/A,1,N,E,4,RTW,A-A,LA1,"Adrianoff Is., Aleutians"
1997,10 Apr,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,2,N/A,CAR,WWT,Honduras
1997,09 Jul,19:24:14,10.45,-63.58,20,6.8,N/A,1.0,N/A,N/A,0,0,E,3,N/A,CAR,LWO,Venezuala
1997,30 Sep,06:27:27,31.99,141.97,20,6.5,N/A,-4.0,0.05,N/A,1,N,E,3,n/w,JAP,JMA,Torishima Is.
1997,14 Oct,09:53:18,-22.07,-176.59,163,6.5,N/A,N/A,N/A,N/A,0,N,E,2,TIB,NZT,TBB,Tonga Islands
