year,date,time,latitude,longitude,depth,surface_wave_magnitude,abe_magnitude,intensity,max_height,moment_magnitude,available_observations,damage_code,cause,validity,warning_status,region_code,basic_reference,source_region
1997,15 Oct,01:03:34,-31.01,-71.23,58,6.8,N/A,N/A,N/A,N/A,0,N,E,2,TIB,SAM,TBB,Central Chile
1997,14 Dec,03:30:00,54.74,162.14,0,N/A,N/A,2.0,N/A,3.0,0,M,L,3,n/w,K-K,TBB,"Kronotskiy Cape, Kamchatka"
1997,26 Dec,03:00:00,16.7,-62.2,0,N/A,N/A,1.0,3.0,N/A,1,0,VL,2,N/A,CAR,WWT,"Montserrat, Lesser Antilles"
1998,25 Mar,03:12:29,-63.0,149.72,20,7.9,N/A,-2.0,N/A,N/A,0,N,E,3,RTW,NZT,TBB,Balleny Islands
1998,29 Nov,14:10:33,-1.92,124.82,25,7.6,N/A,1.5,N/A,N/A,0,N,E,4,RTW,IND,TBB,"South Molucca Sea, Indonesia"
1999,12 Sep,18:00:00,17.62,-101.6,N/A,N/A,N/A,2.5,N/A,N/A,0,S,U,3,n/w,CAM,TBB,"Guerero, Mexico"
1999,14 Sep,23:15:00,-10.54,-138.67,0,N/A,N/A,1.0,6.0,2.5,2,S,L,4,n/w,PAC,TBB,"Fatu Hiva, Marquesas Is."
1999,20 Sep,17:47:19,23.83,120.81,25,7.7,N/A,-5.0,N/A,N/A,0,N,E,0,RTW,JAP,TBB,Taiwan
1999,30 Sep,16:31:14,16.01,-96.9,40,7.5,N/A,-5.0,N/A,N/A,0,N,E,0,RTW,CAM,TBB,"Oaxaca, Mexico"
1999,01 Nov,17:53:02,23.45,121.64,35,6.1,N/A,-5.0,N/A,N/A,0,N,E,0,n/w,JAP,TBB,NE of Taiwan
2000,04 May,04:21:18,-1.12,123.55,30,7.5,N/A,2.0,6.0,N/A,1,S,E,3,TIB,IND,TBB,"Sulawesi, Indonesia"
2000,04 Jun,16:28:28,-4.61,102.06,35,8.0,N/A,-5.0,N/A,N/A,0,N,E,2,TIB,IND,TBB,"Southern Sumatera, Indonesia"
2000,18 Jun,14:44:15,-13.93,97.4,15,7.8,N/A,-1.0,N/A,N/A,0,N,E,2,n/w,IND,PDE,South Indian Ocean
2000,01 Jul,07:01:57,34.23,139.27,10,6.2,N/A,-4.0,0.14,N/A,4,N,E,4,n/w,JAP,NRJ1,"Niijima Is., S of Honshu"
2000,15 Jul,01:30:33,34.432,139.29,15,6.1,N/A,-4.0,0.14,N/A,1,N,E,3,n/w,JAP,NRJ1,"Niijima Is., S of Honshu"
2000,30 Jul,12:25:46,33.97,139.43,10,6.5,N/A,-3.0,0.2,N/A,1,N,E,3,n/w,JAP,NRJ1,"Miyakejima Is., S of Honshu"
2000,16 Nov,04:54:59,-4.01,152.25,30,8.2,N/A,1.08,3.0,N/A,2,S,E,4,RTW,NGS,TBB,"New Ireland Region, PNG"
2000,16 Nov,07:42:19,-5.2,153.14,32,7.8,N/A,-5.0,1.0,N/A,1,N,E,2,RTW,NGS,TBB,"New Ireland Region, PNG"
2000,17 Nov,21:01:59,-5.54,151.94,37,8.2,N/A,-5.0,N/A,N/A,0,N,E,2,RTW,NGS,TBB,"New Ireland Region, PNG"
2000,21 Nov,15:00:00,70.3,-53.1,0,N/A,N/A,0.0,50.0,N/A,5,0,L,3,n/w,NWA,REF,Wester Greenland
2001,13 Jan,17:33:32,13.06,-88.7,39,7.8,N/A,-2.0,N/A,N/A,0,N,E,2,RTW,CAM,TBB,El Salvador
2001,12 Oct,05:02:36,52.67,-132.12,17,6.1,N/A,-2.0,0.2,N/A,4,N,E,3,TIB,A-A,TBB,"Charlotte Is., Canada"
2002,02 Jan,17:22:51,-17.72,167.92,25,7.5,N/A,1.0,3.0,N/A,2,N,E,4,TIB,NZT,TBB,Vanuatu Isl.
2002,05 Mar,21:16:10,5.7903,124.18,25,7.2,N/A,1.0,3.0,N/A,1,S,E,4,TIB,PHI,TNL,"Mindanao, Philippines"
2002,26 Mar,03:45:48,23.32,124.06,23,6.6,N/A,-4.0,0.1,N/A,3,N,E,4,LTW,JAP,TNL,"SW of Ryukyu Islands, Japan"
2002,13 Sep,22:28:32,13.04,93.1107,30,6.7,N/A,0.0,N/A,N/A,0,N,E,3,TIB,IND,TBB,"Andaman Sea, Indonesia"
2002,10 Oct,10:50:24,-1.68,134.28,20,7.7,N/A,1.0,5.0,N/A,3,N,E,3,TIB,IND,TBB,"Irian Jaya, Indonesia"
2002,30 Dec,13:15:00,38.8,15.2,0,N/A,N/A,0.0,10.9,3.0,1,0,VL,4,n/w,MED,TBB,Stromboli volcano
2003,20 Jan,08:43:06,-10.48,160.89,25,7.8,N/A,0.0,2.0,1.0,1,N,E,4,RTW,NGS,TNL,Solomon Islands
2003,22 Jan,02:06:36,18.69,-104.15,24,7.6,N/A,-0.5,0.61,1.1,3,N,E,4,RTW,CAM,TNL,"Colima, Mexico"
2003,12 Jul,03:35:00,16.72,-62.18,0,N/A,N/A,0.0,4.0,N/A,6,0,VL,3,n/w,CAR,TBB,"Montserrat, Lesser Antilles*"
2003,21 Aug,12:12:51,-45.1,167.05,25,7.5,N/A,0.0,5.0,2.6,3,N,EL,4,TIB,NZT,TBB,"Fjordland, New Zealand"
2003,27 Dec,16:01:02,-21.9401,169.8,10,7.0,N/A,-2.0,0.15,N/A,1,N,E,4,TIB,NZT,TBB,Loyality Islands
2004,11 Nov,21:26:42,-8.17,124.82,13,7.5,N/A,0.5,N/A,N/A,0,N,E,4,n/w,IND,TNL,"Alor Island, Indonesia"
2004,23 Dec,14:59:03,-49.77,161.45,10,7.8,N/A,-2.0,N/A,N/A,0,N,E,4,TIB,NZT,TBB,Macquarie Island
2005,10 Apr,11:14:19,-1.82,99.68,29,6.5,N/A,-2.5,N/A,N/A,0,N,E,3,n/w,IND,TNL,"Padang, Sumatra, Indonesia"
2005,13 Jun,22:44:32,-19.96,-69.1,105,7.9,N/A,-5.0,N/A,N/A,0,0,E,3,TIB,SAM,TBB,"Tarapaka, Chile"
2005,15 Jun,02:50:54,41.22,-126.0,9,7.0,N/A,-1.8,0.4,N/A,4,N,E,4,RTW,CAM,TBB,Northern California
2005,24 Jul,15:42:06,7.94,92.12,16,7.2,N/A,-5.0,N/A,N/A,0,0,U,3,TIB,IND,TBB,Nicobar Islands
2005,16 Aug,02:46:28,38.22,142.01,41,7.1,N/A,-3.0,0.13,N/A,5,N,E,4,TIB,JAP,TNL,"East of Honshu, Japan"
2005,14 Nov,21:38:52,38.12,144.96,17,7.0,N/A,-2.0,0.42,N/A,5,N,N,4,TIB,JAP,TNL,Northern Honshu
2005,09 Dec,01:57:00,51.0,-127.5,0,N/A,N/A,-3.0,N/A,N/A,0,N,M,4,n/w,A-A,TNL,"Britih Columbia, Canada"
2006,14 Mar,06:57:33,-3.61,127.261,28,6.6,N/A,1.0,N/A,N/A,0,L,E,3,TIB,IND,TNL,"Buru Isl., Indonesia"
2007,25 Mar,00:40:02,-20.61,169.46,34,7.1,N/A,-3.0,N/A,N/A,0,N,E,4,TIB,NGS,TBB,Vanuatu Is.
2007,25 Mar,00:41:59,37.28,136.7,16,6.8,N/A,-3.0,N/A,N/A,0,N,E,4,TIB,JAP,TBB,W coast of Honshu
2007,21 Apr,17:53:44,-45.27,-72.66,25,6.3,N/A,0.0,30.0,N/A,7,N,EL,4,TIB,SAM,TBB,"Aysen Fjord, Southern Chile"
2007,02 Aug,02:37:43,46.87,142.02,10,6.2,N/A,1.2,3.2,N/A,23,M,E,4,TIB,K-K,TBB,"Nevelsk, West coast of Sakhalin"
2007,12 Sep,23:49:03,-2.57,100.76,35,7.9,N/A,1.7,5.0,N/A,1,0,E,4,TIB,IND,TBB,"Southern Sumatra, Indonesia"
2007,13 Sep,03:35:28,-2.17,99.55,21,7.1,N/A,-3.0,N/A,N/A,0,0,E,4,TIB,IND,TBB,"Southern Sumatra, Indonesia"
2007,30 Sep,05:23:35,-49.36,164.05,10,7.3,N/A,-1.0,0.22,N/A,3,0,E,4,TIB,NZT,TBB,"New Zealand, Auckland Is."
2007,14 Nov,15:40:50,-22.33,-69.97,40,7.7,N/A,-3.0,0.26,N/A,6,0,E,4,RTW,SAM,TBB,"ANTOFAGASTA, CHILE"
2008,20 Feb,08:08:31,2.72,96.01,31,7.5,N/A,-5.0,N/A,N/A,0,0,E,4,LTW,IND,TBB,"Semuele Is., Indonesia"
2007,16 Jul,01:13:22,37.48,138.57,15,6.6,N/A,-5.0,N/A,N/A,0,0,E,N/A,N/A,JAP,N/A,"Japan, HONSHU: W COAST"
2007,02 Aug,03:21:44,51.22,-179.87,30,6.7,N/A,-5.0,N/A,N/A,0,0,E,N/A,N/A,A-A,N/A,"USA, ALEUTIAN ISLANDS, AK"
2007,04 Dec,00:00:00,49.46384,-122.0076,N/A,N/A,N/A,1.0,37.8,N/A,1,0,L,4,N/A,A-A,N/A,"Chehalis Lake, Canada"
2008,25 Feb,08:36:33,-2.55,99.98,29,7.3,N/A,-3.0,0.24,N/A,1,0,E,4,N/A,IND,N/A,"Indonesia, Sumatra"
2008,09 Apr,12:46:12,-20.071,168.95,30,7.3,N/A,-3.0,0.3,N/A,1,0,E,4,N/A,N/A,N/A,"NEW CALEDONIA, LOYALTY ISLANDS"
2008,12 May,06:28:00,30.98,103.4,10,8.1,N/A,-5.0,N/A,N/A,0,0,E,1,N/A,N/A,N/A,"China, SICHUAN PROVINCE"
2008,21 Jul,11:30:30,37.17,142.13,31,6.1,N/A,-3.0,0.4,N/A,3,0,E,N/A,N/A,JAP,N/A,"Japan, OFF EAST COAST OF HONSHU ISLAND"
2008,08 Aug,00:00:00,52.18,-175.5,N/A,N/A,N/A,N/A,0.38,N/A,2,0,V,4,N/A,N/A,N/A,"USA, KASATOCHI"
2008,26 Aug,08:07:08,-32.7,18.0,12,6.4,N/A,-5.0,N/A,N/A,0,0,L,1,N/A,SEA,N/A,"St. Helena Bay, South Africa"
2008,11 Sep,00:20:52,41.9,143.79,35,6.9,N/A,-3.0,0.18,N/A,1,0,E,4,N/A,JAP,N/A,"Japan, HOKKAIDO ISLAND"
2008,28 Oct,00:00:00,43.9,-69.6,N/A,N/A,N/A,N/A,3.6,N/A,3,0,M,3,N/A,A-A,N/A,"USA, MAINE"
2008,16 Nov,17:02:33,1.29,122.08,34,7.5,7.3,-3.0,N/A,N/A,0,0,E,4,N/A,IND,N/A,"INDONESIA, SULAWESI"
2009,03 Jan,22:33:42,-0.7,133.34,35,7.3,7.4,-5.0,N/A,N/A,0,0,E,3,N/A,IND,N/A,"PAPUA NEW GUINEA, NEAR NORTH C"
2009,11 Feb,17:34:51,3.81,126.54,25,7.1,7.2,-3.0,0.13,N/A,1,0,E,4,N/A,PHI,N/A,"PHILIPPINES, MINDANAO ISLAND"
2009,28 May,08:24:46,16.8,-86.25,19,7.3,N/A,1.0,4.0,N/A,1,0,E,0,N/A,SAM,N/A,HONDURAS OFF COAST
2009,15 Jul,09:22:32,-45.84,166.68,23,7.8,N/A,-1.7,0.47,N/A,6,0,E,3,N/A,NZT,N/A,"NEW ZEALAND, OFF WEST COAST OF"
2009,10 Aug,19:55:40,14.07,92.87,30,7.7,N/A,0.0,0.01,N/A,1,0,E,3,N/A,IND,TBB,Andaman Is.
2009,10 Aug,20:07:06,34.77,138.47,20,6.1,N/A,-2.0,0.6,N/A,5,0,E,4,N/A,JAP,N/A,"JAPAN, HONSHU: S COAST"
2009,16 Aug,07:38:25,-1.48,99.48,40,6.7,N/A,-3.0,0.18,N/A,1,0,E,4,N/A,IND,N/A,!!Sumatra
2009,25 Aug,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,L,0,N/A,CAM,N/A,"!!USA, Columbia River"
2009,30 Sep,10:16:10,-0.71,99.97,90,7.6,N/A,-2.0,0.27,N/A,1,0,E,4,RTW,IND,TIB,"Padang, Sumatra, Indonesia"
2009,07 Oct,22:18:26,-12.61,166.31,40,7.8,N/A,0.0,N/A,N/A,0,0,E,4,N/A,IND,TIB,Santa Cruz Island
2010,03 Jan,21:48:06,-8.88,157.33,12,6.5,N/A,-4.0,N/A,N/A,0,0,E,4,N/A,NGS,N/A,!!Solomom Is.
2010,03 Jan,22:36:30,-8.91,157.31,12,7.2,N/A,1.0,3.0,N/A,5,0,E,4,N/A,NGS,N/A,!!Solomom Is.
2010,05 Jan,12:15:36,-8.87,157.52,12,6.9,N/A,-4.0,0.03,N/A,1,0,E,4,N/A,NGS,N/A,!!Solomom Is.
2010,12 Jan,21:53:10,18.44,-72.54,13,7.0,N/A,1.7,3.0,N/A,5,0,E,4,N/A,CAR,TIB,HAITI REGION
2010,26 Feb,20:31:26,25.93,128.43,N/A,7.0,N/A,-3.0,0.1,N/A,1,0,E,3,N/A,JAP,N/A,"JAPAN, RYUKYU ISLANDS"
2010,11 Mar,14:39:43,-34.29,-71.89,11,7.0,N/A,-3.0,0.14,N/A,2,0,E,4,N/A,SAM,N/A,CHILE
2010,06 Apr,22:15:02,2.36,97.13,31,7.9,N/A,-1.9,0.44,0.0,6,0,E,4,N/A,IND,TIB,"North Sumatra, Indonesia"
2010,13 Apr,00:00:00,-9.28,-77.65,N/A,N/A,N/A,N/A,N/A,N/A,0,0,L,0,N/A,SAM,N/A,"PERU, 513 LAKE, HUALCAN GLACIE"
2010,27 May,17:14:48,-13.71,166.51,36,7.2,N/A,-5.0,N/A,N/A,0,0,E,4,RTW,NZT,TIB,Vanuatu
2010,29 May,11:46:50,16.71,145.97,N/A,N/A,N/A,N/A,0.04,N/A,1,0,V,4,N/A,N/A,N/A,"USA TERRITORY, SOUTH OF SARIGA"
2010,12 Jun,19:26:50,7.88,91.94,35,7.5,N/A,-4.0,0.03,N/A,1,0,E,4,N/A,N/A,N/A,"INDIA, LITTLE NICOBAR ISLAND"
2010,10 Aug,05:23:44,-17.54,168.07,25,7.3,N/A,-3.0,0.23,N/A,1,0,E,4,N/A,NGS,N/A,"VANUATU, VANUATU ISLANDS"
2010,13 Aug,21:19:33,12.5,141.47,10,6.9,N/A,-4.0,0.07,N/A,1,0,E,4,N/A,PHI,N/A,"USA TERRITORY, GUAM, MARIANA I"
2010,21 Dec,17:19:40,26.89,143.73,14,7.4,N/A,-3.0,0.13,N/A,4,0,E,4,N/A,JAP,N/A,"JAPAN, BONIN ISLANDS"
2010,25 Dec,13:16:37,-19.78,167.9,12,7.3,N/A,-3.5,0.15,N/A,4,0,E,4,N/A,NGS,N/A,"VANUATU, VANUATU ISLANDS"
2011,11 Feb,20:05:30,-36.34,-72.96,18,7.0,N/A,-3.0,0.15,N/A,1,0,E,4,N/A,SAM,N/A,"CHILE, OFF COAST"
1933,02 Mar,17:31:00,39.21,144.59,15,8.3,8.3,3.0,29.0,3.0,284,L,E,4,N/A,JAP,IID,"Sanriku, Japan"
1923,01 Sep,02:58:35,35.41,139.3,15,8.2,8.0,2.8,13.0,3.5,100,L,EL,4,N/A,JAP,IID,"Sagami Bay, Tokaido, Japan"
1944,07 Dec,04:35:45,33.68,136.2,15,8.0,8.2,2.51,10.0,3.0,149,M,E,4,N/A,JAP,LA1,"Enshunada,Tonankai,Tokaido.Jap"
1946,20 Dec,19:19:10,33.12,135.9,15,8.2,8.0,2.07,6.6,2.4,291,M,E,4,N/A,JAP,IID,Nankaido.Japan
1984,15 Aug,22:30:00,5.58,10.58,N/A,N/A,N/A,N/A,N/A,N/A,0,0,V,4,noW,NEA,N/A,"Cameroon, Lake Monoun"
1986,21 Aug,21:30:00,6.438,10.299,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,4,N/A,NEA,N/A,"Cameroon, Lake Nyos"
1881,31 Dec,00:00:00,8.52,92.43,N/A,8.0,N/A,2.0,N/A,N/A,0,0,E,3,N/A,INO,N/A,Car Nicobar Islands
1930,05 Nov,00:00:00,-4.05,39.7,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,3,N/A,INO,N/A,"Mombasa, Kenia"
1820,30 Nov,00:00:00,-5.44,12.22,N/A,6.2,N/A,N/A,N/A,N/A,0,0,E,2,N/A,N/A,N/A,Kingo coast
-6000,30 Nov,00:00:00,37.75,15.0,N/A,N/A,N/A,4.0,N/A,N/A,0,0,V,0,N/A,MED,N/A,Etna flank failure
2011,07 Apr,14:32:43,38.28,141.59,N/A,7.1,N/A,-4.0,0.08,N/A,1,0,E,4,N/A,JAP,N/A,"JAPAN, E, COAST HONSHU ISLAND"
2011,24 Jun,03:09:39,52.05,-171.84,N/A,7.3,N/A,-3.0,0.1,N/A,7,0,E,4,N/A,A-A,N/A,"USA, ATKA, ALEUTIAN ISLANDS, A"
2011,27 Jun,00:00:00,50.5,-3.0,N/A,N/A,N/A,N/A,0.4,N/A,4,0,L,2,N/A,NWA,N/A,"UK, PLYMOUTH, ENGLAND"
2011,10 Jul,00:57:10,38.03,143.26,N/A,7.0,N/A,-4.0,0.09,N/A,1,0,E,4,N/A,JAP,N/A,"JAPAN, OFF EAST COAST OF HONSH"
2011,30 Jul,05:30:00,59.05,6.64,N/A,N/A,N/A,N/A,N/A,N/A,1,0,L,3,N/A,NEA,N/A,"NORWAY, LYSEFJOREN, WESTERN NO"
2011,06 Aug,12:55:00,59.05,6.64,N/A,N/A,N/A,N/A,N/A,N/A,0,0,L,3,N/A,NEA,N/A,"NORWAY, LYSEFJOREN, WESTERN NO"
2011,20 Aug,16:55:02,-18.37,168.14,N/A,7.1,N/A,-2.5,0.18,N/A,4,0,E,4,N/A,NZT,N/A,"VANUATU, VANUATU ISLANDS"
2011,20 Aug,18:19:23,-18.31,168.22,N/A,7.0,N/A,-3.0,0.18,N/A,1,0,E,4,N/A,NZT,N/A,"VANUATU, VANUATU ISLANDS"
2011,02 Sep,10:55:53,52.17,-171.71,N/A,6.8,N/A,-4.0,0.06,N/A,1,0,E,4,N/A,A-A,N/A,"USA, FOX ISLANDS, ALEUTIAN ISL"
2011,21 Oct,17:57:16,-28.99,-176.24,N/A,7.5,N/A,-0.3,0.14,N/A,2,0,E,4,N/A,NZT,N/A,"NEW ZEALAND, KERMADEC ISLANDS"
2012,02 Feb,13:34:40,-17.83,167.13,N/A,7.0,N/A,-4.0,0.08,N/A,1,0,E,4,N/A,NZT,N/A,"VANUATU, VANUATU ISLANDS"
2012,14 Mar,09:08:35,40.89,144.94,N/A,6.9,N/A,-3.0,0.2,N/A,2,0,E,4,N/A,JAP,N/A,"JAPAN, HOKKAIDO ISLAND"
2012,20 Mar,18:02:47,16.49,-98.23,N/A,7.4,N/A,-3.0,0.2,N/A,2,0,E,4,N/A,CAM,N/A,"MEXICO, S, MEXICO"
2012,11 Apr,10:43:10,0.8,92.46,16,8.2,N/A,-2.0,0.22,N/A,4,0,E,4,N/A,IND,N/A,"INDONESIA, OFF W, COAST OF N S"
2012,14 Apr,22:05:26,-18.97,168.74,N/A,6.3,N/A,-4.0,0.05,N/A,1,0,E,4,N/A,NZT,N/A,"VANUATU, VANUATU ISLANDS"
2012,15 Jul,00:00:00,69.2,-51.3,N/A,N/A,N/A,N/A,N/A,N/A,0,0,L,4,N/A,NWA,N/A,"GREENLAND, ILULISSAT ICEFJORD"
2012,05 Sep,14:42:07,10.08,-85.31,N/A,7.6,N/A,-3.0,0.16,N/A,2,0,E,4,N/A,CAM,N/A,"COSTA RICA, COSTA RICA"
2013,05 Jan,08:58:19,55.39,-134.65,10,7.7,N/A,0.0,0.14,N/A,8,0,E,4,N/A,A-A,N/A,USA                SOUTHEASTER
2013,08 Feb,15:26:38,-10.93,166.02,21,6.9,N/A,-4.0,0.09,N/A,1,0,E,4,N/A,CAM,N/A,SOLOMON ISLANDS    SANTA CRUZ
2013,19 Apr,03:05:52,46.22,150.79,112,7.2,N/A,-3.0,0.2,N/A,1,0,E,2,N/A,K-K,N/A,RUSSIA             S. KURIL IS
2013,21 Jul,05:09:31,-41.7,174.34,17,6.7,N/A,-4.0,0.07,N/A,2,0,E,4,N/A,NZT,N/A,NEW ZEALAND        COOK STRAIT
2013,16 Aug,02:31:07,-41.77,174.06,8,6.5,N/A,-3.0,0.08,N/A,2,0,E,4,N/A,NZT,N/A,NEW ZEALAND        WELLINGTON
2013,24 Sep,11:29:47,26.95,65.5,15,7.7,N/A,-2.5,0.26,N/A,4,0,EL,4,N/A,N/A,N/A,PAKISTAN           OFF COAST G
2013,25 Oct,17:10:18,37.15,144.68,26,7.1,N/A,-1.3,0.4,N/A,9,0,E,4,N/A,JAP,N/A,JAPAN              E. COAST HO
2013,17 Nov,09:04:55,-60.3,-46.36,10,7.7,N/A,-5.0,0.15,N/A,2,0,E,4,N/A,N/A,N/A,ANTARCTICA         SCOTIA SEA
2014,16 Mar,21:16:29,-19.9,-70.7,20,6.7,N/A,-3.0,N/A,N/A,0,0,E,4,N/A,SAM,N/A,Norther Chile
2014,03 Apr,02:43:17,-20.4,-70.14,N/A,7.6,N/A,-1.0,0.74,N/A,1,0,E,4,N/A,N/A,N/A,"CHILE, NORTHERN CHILE"
2014,12 Apr,20:14:39,-11.32,162.21,N/A,7.6,N/A,-4.0,N/A,N/A,0,0,E,4,N/A,N/A,N/A,"SOLOMON ISLANDS, SOLOMON ISLAN"
2014,19 Apr,13:27:59,-6.72,154.93,N/A,7.5,N/A,-3.0,N/A,N/A,0,0,E,4,N/A,N/A,N/A,"PAPUA NEW GUINEA, SOLOMON SEA"
1991,22 Apr,21:56:54,9.64,-83.1,11,7.6,N/A,1.5,3.0,N/A,21,0,E,4,N/A,CAR,LWO,"Bocas del Toro, Panama"
1992,25 Apr,18:06:06,40.39,-124.1,15,7.1,N/A,1.2,1.8,-1.9,14,S,E,4,n/a,CAM,LLK,"Cape Mendocino, California"
1992,02 Sep,00:16:03,11.5,-87.61,30,7.4,8.0,2.8,9.9,3.0,72,M,E,4,TIB,CAM,TNL,Nicaragua
1992,12 Dec,05:29:28,-8.53,121.86,28,7.5,N/A,2.7,26.2,N/A,106,L,EL,4,TIB,IND,TNL,"Flores Is., Indonesia"
1993,12 Jul,13:17:14,42.82,139.23,20,7.6,8.1,3.2,32.0,4.9,181,0,E,4,LTW,J-S,N/A,"Okushiri Is., Japan Sea"
1993,08 Aug,08:34:26,12.99,144.75,59,8.2,7.7,-1.0,2.4,1.7,50,S,E,4,RTW,PHI,TNL,"Guam, Mariana Islands"
1994,02 Jun,18:17:50,-10.29,112.97,20,7.2,N/A,2.5,13.9,N/A,74,L,E,4,TIB,IND,TNL,"Java, Indonesia"
1994,04 Oct,13:23:00,43.85,147.17,30,8.1,8.2,2.6,10.4,3.4,113,L,E,4,PRL,K-K,TNL,"Shikotan Is., South Kuriles"
1994,14 Nov,19:15:32,13.49,120.99,28,7.1,N/A,2.1,7.3,N/A,56,M,E,4,TIB,PHI,TNL,"Mindoro, Philippines"
1994,28 Dec,12:19:25,40.48,143.4,25,7.5,7.7,-1.2,0.53,N/A,13,S,E,4,LTW,JAP,TNL,"Sanriku, Hokkaido, Japan"
1995,30 Jul,05:11:25,-23.35,-70.32,46,7.8,8.2,0.0,3.0,N/A,90,M,E,4,RTW,SAM,TNL,"Antofagasta, Northern Chile"
1995,09 Oct,15:35:56,19.08,-104.18,40,7.3,N/A,2.8,11.0,N/A,32,M,E,4,TIB,CAM,TNL,"Jalisco, Mexico"
1995,18 Oct,10:37:28,28.063,130.21,26,6.9,7.6,1.5,2.59,N/A,42,S,E,4,TIB,JAP,TNL,"Ryukyu Is., Japan"
1995,19 Oct,02:41:39,28.13,130.19,25,6.9,7.3,0.5,1.5,N/A,16,S,E,4,TIB,JAP,TNL,"Ryukyu Is, Japan"
1995,03 Dec,18:01:09,44.66,149.27,28,7.9,7.6,-2.5,1.1,N/A,35,N,E,4,RTW,K-K,TNL,"Iturup Is., South Kuriles"
1996,17 Feb,05:59:30,-0.95,136.94,20,8.1,8.0,1.8,7.7,N/A,107,M,E,4,RTW,NGS,TNL,"Irian Jaya, Indonesia"
1996,21 Feb,12:51:06,-9.74,-79.71,25,7.5,7.8,1.9,5.1,N/A,56,M,E,4,TIB,SAM,TNL,Peru
1996,10 Jun,04:03:37,51.47,-177.64,35,7.6,N/A,0.5,0.51,N/A,64,S,E,4,RTW,A-A,LA1,"Adrianoff Is., Aleutians"
1996,04 Sep,18:16:03,31.49,140.28,25,5.1,7.5,-2.0,0.3,N/A,14,N,E,4,LTW,JAP,TNL,"Izu Is., Japan"
1997,21 Apr,12:02:28,-12.53,166.77,35,7.9,N/A,-2.0,3.0,N/A,39,N,E,4,RTW,NZT,TBB,Santa Crus Is.
1997,05 Dec,11:26:55,54.784,162.11,25,7.7,7.7,0.5,8.0,N/A,18,S,E,4,RTW,K-K,TBB,"Kronotskiy Cape, Kamchatka"
1998,03 May,23:30:22,22.49,125.47,20,7.3,N/A,-3.0,0.13,N/A,14,N,E,4,TIB,JAP,TBB,East of Taiwan
1998,17 Jul,08:49:18,-3.11,142.44,30,7.1,7.5,3.2,15.03,N/A,95,M,EL,4,TIB,NGS,TBB,"Aitape, N. coast of New Guinea"
1999,17 Aug,00:01:40,40.81,29.98,15,7.9,N/A,2.0,2.5,2.0,20,0,E,4,N/A,MED,TBB,"Izmit Bay, Turkey"
1999,26 Nov,13:21:17,-16.41,168.15,30,7.3,N/A,1.5,6.6,N/A,43,M,EL,4,TIB,NZT,TBB,Vanuatu Is.
2001,23 Jun,20:33:15,-16.36,-73.48,32,8.4,8.2,2.4,8.8,3.1,143,S,E,4,RTW,SAM,TBB,"Camana, Southern Peru"
2002,31 Mar,06:52:52,24.34,122.11,35,7.4,N/A,-3.0,0.2,N/A,11,N,E,4,LTW,JAP,TNL,NW of Taiwan
2002,08 Sep,18:44:25,-3.35,143.01,13,7.8,7.3,1.4,5.5,N/A,87,N,E,4,RTW,NGS,TNL,"Kairiru Island, PNG"
2003,21 May,18:44:21,36.91,3.64,12,6.9,N/A,0.5,3.0,1.0,13,0,E,4,n/w,MED,TBB,"Zemmouri,  Algeria"
2003,25 Sep,19:50:08,41.9,143.92,30,8.1,8.0,1.8,4.4,1.9,262,S,E,4,RTW,JAP,TBB,East of Hokkaido
2003,17 Nov,06:43:07,51.1,178.72,25,7.5,N/A,-0.5,0.33,N/A,20,N,E,4,TIB,A-A,TBB,"Rat Islands, Aleutians"
2004,05 Sep,14:57:19,33.23,137.16,14,7.4,N/A,0.0,0.93,0.0,24,N,E,4,TIB,JAP,TBB,"South of Honshu, Japan"
2004,26 Dec,00:58:53,3.33,95.95,30,9.0,9.1,4.2,50.9,5.8,1443,0,E,4,noW,IND,TBB,"North-West Sumatra, Indonesia"
2005,19 Jan,06:11:34,34.0612,141.67,15,6.5,N/A,-2.0,0.39,N/A,11,N,E,4,TIB,JAP,TBB,"East of Honshu, Japan"
2005,28 Mar,16:09:37,2.09,97.15,30,8.7,8.5,1.7,4.2,2.0,61,L,E,4,TIB,IND,TBB,"Indonesia, NW Sumatra"
2006,03 May,15:26:35,-19.9713,-174.27,15,7.9,N/A,-1.0,0.27,N/A,52,L,E,4,RTW,NZT,TBB,"Nuku'alofa Is., Tonga"
2006,17 Jul,08:19:27,-9.33,107.32,25,7.7,N/A,3.1,20.9,2.5,196,M,E,4,LTW,IND,TBB,"Pangandaran, Java, Indonesia"
2006,15 Nov,11:14:16,46.52,153.32,31,8.1,8.2,3.36,21.9,3.8,254,0,E,4,RTW,K-K,TBB,"Central Kuriles, Russia"
2007,13 Jan,04:23:20,46.08,154.51,6,8.2,N/A,2.0,0.4,2.0,37,0,E,4,RTW,K-K,TBB,Central Kuriles
2007,01 Apr,20:39:58,-8.39,157.09,15,7.6,N/A,2.3,12.1,3.6,224,0,E,4,RTW,NZT,TBB,Solomon Islands
2007,15 Aug,23:40:57,-13.39,-76.66,39,7.9,N/A,2.2,10.05,0.0,135,0,E,4,RTW,SAM,TBB,Central Peru
